hhid,pnum,pumsSerialNo,persType,persTypeDetailed,age,gender,industry,schlGrade,educLevel,workPlaceType,workPlaceTaz,workPlaceMaz,schoolType,schoolTaz,schoolMaz,dailyActivityPattern,specEvtParticipant,jointTour1Role,jointTour2role,obPeChauffBund1,obPeChauffBund2,obPeChauffBund3,obRsChauffBund,obPePassBund,obRsPassBund,ibPeChauffBund1,ibPeChauffBund2,ibPeChauffBund3,ibRsChauffBund,ibPePassBund,ibRsPassBund,studentDorm,studentRent,activityString
1621,3,2.011000078336E12,5,15,79,2,0,0,6,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1622,1,2.010000130048E12,1,1,48,1,42,0,9,2,287,20934,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-15-15-0]"
1622,2,2.010000130048E12,1,1,43,2,62,0,9,2,275,20936,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-73-0]"
1622,3,2.010000130048E12,6,17,17,1,0,5,6,0,0,0,1,278,20839,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-72-3-9-0]"
1622,4,2.010000130048E12,2,6,20,2,44,6,11,2,18,22250,2,199,22120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-1-72-1-0]"
1623,1,2.011000209408E12,1,1,45,2,72,0,11,2,376,26843,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1623,2,2.011000209408E12,1,1,55,1,62,0,13,2,447,447,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-0-1-0]"
1623,3,2.011000209408E12,6,16,18,1,72,5,7,2,45,25403,1,278,20875,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1623,4,2.011000209408E12,7,19,15,1,0,5,4,0,0,0,1,278,20838,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1625,1,2.011000864768E12,1,1,35,1,61,0,9,2,467,467,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-0-1-0-6-6-6-6-0]"
1625,2,2.011000864768E12,1,1,36,2,92,0,10,2,463,463,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-71-0-412-1-0-9-6-0]"
1625,3,2.011000864768E12,7,19,13,1,0,4,4,0,0,0,1,256,20487,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0-6-6-6-6-0]"
1625,4,2.011000864768E12,7,19,9,1,0,3,2,0,0,0,1,154,21811,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-9-6-0]"
1626,1,2.007000809472E12,1,1,49,1,92,0,9,2,467,467,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-7-5-0]"
1626,2,2.007000809472E12,1,1,47,2,56,0,9,2,459,459,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-73-9-8-0-7-0]"
1626,3,2.007000809472E12,1,1,24,2,56,0,11,2,381,21874,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-7-5-0-7-0]"
1629,1,2.007000285184E12,1,1,32,1,61,0,13,2,486,486,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-9-0-7-7-0-62-0]"
1629,2,2.007000285184E12,4,13,27,2,0,0,12,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-411-61-0-5-411-8-0-7-7-0]"
1629,3,2.007000285184E12,7,20,5,1,0,2,1,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[0-3-8-0]"
1630,1,2.00900018176E12,1,1,37,2,44,0,9,1,295,21677,0,0,0,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-411-9-8-0-411-0-9-0]"
1630,2,2.00900018176E12,6,18,16,1,0,0,5,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-42-0]"
1630,3,2.00900018176E12,7,19,14,2,0,5,4,0,0,0,1,296,21858,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[0-3-0-9-0]"
1631,1,2.010000523264E12,4,13,52,1,0,0,9,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-0]"
1631,2,2.010000523264E12,1,1,51,2,45,0,9,2,300,22902,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-5-5-5-5-5-0-5-5-0]"
1631,3,2.010000523264E12,4,13,29,2,0,0,9,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-5-5-5-5-5-5-0-72-73-0]"
1632,1,2.011000733696E12,1,1,45,1,54,0,12,2,7,23761,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1632,2,2.011000733696E12,4,13,48,2,0,0,10,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-411-5-0-411-0]"
1632,3,2.011000733696E12,7,19,9,2,0,3,2,0,0,0,1,296,21858,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[0-3-0]"
1633,1,2.009001230336E12,1,1,62,2,62,0,13,2,134,23155,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-73-0]"
1636,1,2.01000026112E12,2,4,41,2,61,0,9,2,296,21860,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-72-15-15-15-0]"
1636,2,2.01000026112E12,1,1,39,1,22,0,9,2,167,24667,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-412-1-72-1-8-0]"
1636,3,2.01000026112E12,7,19,13,2,0,4,4,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
1636,4,2.01000026112E12,7,19,11,2,0,4,3,0,0,0,1,296,21858,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1636,5,2.01000026112E12,7,19,7,2,0,2,2,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-412-3-0]"
1636,6,2.01000026112E12,8,21,2,1,0,0,0,0,0,0,2,296,21901,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1637,1,2.010000654336E12,1,1,53,2,45,0,9,2,196,22023,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[0-412-1-72-1-412-0]"
1637,2,2.010000654336E12,1,1,53,1,44,0,9,1,296,21933,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1637,3,2.010000654336E12,4,13,28,2,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1637,4,2.010000654336E12,7,19,8,1,0,3,2,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-9-0]"
1637,5,2.010000654336E12,7,20,6,1,0,3,2,0,0,0,1,296,21858,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-73-0]"
1637,6,2.010000654336E12,7,20,5,2,0,2,2,0,0,0,1,155,21813,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"[0-3-0]"
1638,1,2.007000416256E12,1,1,27,1,81,0,9,2,145,22113,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1638,2,2.007000416256E12,2,4,26,2,44,0,9,2,196,21863,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-1-0]"
1638,3,2.007000416256E12,8,21,3,2,0,0,1,0,0,0,2,298,22071,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1639,1,2.011000209408E12,1,1,45,2,72,0,11,2,332,26540,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1639,2,2.011000209408E12,1,1,55,1,62,0,13,2,134,23208,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-1-72-1-8-0]"
1639,3,2.011000209408E12,6,16,18,1,72,5,7,2,136,22601,1,154,21811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-73-8-0]"
1639,4,2.011000209408E12,7,19,15,1,0,5,4,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1640,1,2.011001126912E12,4,13,43,1,0,0,4,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-411-411-42-9-42-42-0-411-8-0]"
1640,2,2.011001126912E12,2,4,42,2,72,0,9,2,17,23643,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-1-72-1-9-0]"
1640,3,2.011001126912E12,7,19,15,1,0,5,5,0,0,0,1,154,21811,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-9-0]"
1640,4,2.011001126912E12,7,19,11,1,0,4,3,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[0-411-3-8-0-62-0]"
1640,5,2.011001126912E12,7,19,7,1,0,3,2,0,0,0,1,155,21813,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1641,1,2.009000574976E12,1,1,45,1,81,0,13,2,147,22458,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1641,2,2.009000574976E12,1,1,39,2,61,0,14,2,64,25485,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-15-15-1-0-411-8-0-9-0]"
1641,3,2.009000574976E12,1,3,19,2,52,6,10,2,135,23718,2,64,25483,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-1-0]"
1641,4,2.009000574976E12,6,16,16,2,72,5,6,2,39,24568,1,154,21811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1641,5,2.009000574976E12,7,19,11,2,0,4,3,0,0,0,1,296,21858,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1641,6,2.009000574976E12,8,22,5,1,0,1,1,0,0,0,1,197,22108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[0-3-8-0]"
1642,1,2.011000733696E12,1,1,43,2,61,0,14,2,248,20112,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[0-412-1-412-0]"
1642,2,2.011000733696E12,1,1,47,1,62,0,15,2,59,24621,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1642,3,2.011000733696E12,7,19,14,2,0,5,4,0,0,0,1,296,21858,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1642,4,2.011000733696E12,7,19,11,2,0,4,3,0,0,0,1,278,20849,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
1642,5,2.011000733696E12,7,19,9,2,0,3,2,0,0,0,1,155,21813,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[0-3-0]"
1643,1,2.009000968192E12,1,1,57,1,61,0,14,2,109,23712,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-9-0]"
1645,1,2.010001047552E12,1,1,39,2,62,0,12,2,101,22333,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-0-1-0-9-0]"
1645,2,2.010001047552E12,1,2,19,1,42,0,8,2,36,24313,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-0-1-72-1-9-0]"
1645,3,2.010001047552E12,6,18,16,1,0,5,5,0,0,0,1,154,21811,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-8-0-5-0]"
1646,1,2.010000523264E12,1,1,25,1,81,0,12,2,196,22045,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-1-0-9-0-73-9-0]"
1646,2,2.010000523264E12,1,1,27,2,42,0,11,2,103,22334,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-1-0]"
1646,3,2.010000523264E12,8,21,0,1,0,0,0,0,0,0,2,301,23603,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1647,1,2.007000416256E12,1,1,27,1,81,0,9,2,18,22250,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1647,2,2.007000416256E12,2,4,26,2,44,0,9,2,463,463,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1647,3,2.007000416256E12,8,21,3,2,0,0,1,0,0,0,2,301,23908,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1649,1,2.010001047552E12,1,1,39,2,62,0,12,2,203,22025,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0-412-1-0-5-62-0]"
1649,2,2.010001047552E12,1,2,19,1,42,0,8,2,468,468,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-42-0]"
1649,3,2.010001047552E12,6,18,16,1,0,5,5,0,0,0,1,44,25072,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-0]"
1650,1,2.007000416256E12,1,1,26,2,23,0,9,2,468,468,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-73-0]"
1650,2,2.007000416256E12,1,1,26,1,92,0,13,2,99,23363,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0-1-5-1-0]"
1652,1,2.007000285184E12,1,1,65,1,56,0,10,2,468,468,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1652,2,2.007000285184E12,4,13,61,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1653,1,2.009000574976E12,5,15,83,1,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1653,2,2.009000574976E12,5,15,79,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-61-0]"
1654,1,2.009000050688E12,1,1,44,1,42,0,4,2,52,25402,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0]"
1654,2,2.009000050688E12,4,13,42,2,0,0,4,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-7-5-0]"
1654,3,2.009000050688E12,1,1,20,1,23,0,6,2,84,24696,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1654,4,2.009000050688E12,1,2,18,2,42,0,9,2,43,24547,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-9-62-0-5-0-7-5-0]"
1654,5,2.009000050688E12,7,19,14,1,0,4,4,0,0,0,1,44,25072,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0-7-5-0]"
1654,6,2.009000050688E12,7,19,12,2,0,4,3,0,0,0,1,44,25235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1655,1,2.010001440768E12,1,1,47,1,81,0,5,1,302,24640,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-42-0-5-5-5-5-5-5-0]"
1655,2,2.010001440768E12,4,13,52,2,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1655,3,2.010001440768E12,4,13,23,1,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1655,4,2.010001440768E12,4,13,19,2,0,0,9,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"[0-71-0-9-42-0-8-411-0-5-5-5-5-5-5-0]"
1655,5,2.010001440768E12,8,22,5,2,0,0,1,0,0,0,1,138,23257,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"[0-3-0-5-5-5-5-5-5-0]"
1655,6,2.010001440768E12,8,21,0,1,0,0,0,0,0,0,2,302,24640,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1656,1,2.007000940544E12,1,1,26,1,51,0,9,2,391,25350,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-72-0]"
1656,2,2.007000940544E12,8,21,0,2,0,0,0,0,0,0,2,302,24698,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1657,1,2.011000733696E12,1,1,46,1,61,0,14,2,45,25403,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-0-6-6-6-6-6-0]"
1657,2,2.011000733696E12,1,1,22,1,45,0,12,2,67,25061,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-73-8-0-6-6-6-6-6-0]"
1658,1,2.007001071616E12,1,1,41,2,81,0,9,2,202,22186,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-15-15-0]"
1658,2,2.007001071616E12,1,1,37,1,23,0,6,1,302,24768,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-62-0]"
1659,1,2.01000026112E12,2,4,73,1,71,0,9,2,277,20906,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-0-5-9-5-9-9-5-0]"
1659,2,2.01000026112E12,5,15,70,2,0,0,9,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-9-62-0-5-9-5-9-9-5-0]"
1660,1,2.011000471552E12,2,4,72,1,81,0,9,2,317,25983,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-6-5-7-6-5-0]"
1660,2,2.011000471552E12,2,4,58,2,92,0,9,2,28,23623,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-6-5-7-6-5-0]"
1661,1,2.010000130048E12,1,1,48,1,42,0,9,2,468,468,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-5-0]"
1661,2,2.010000130048E12,1,1,43,2,62,0,9,2,145,22113,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1661,3,2.010000130048E12,6,17,17,1,0,5,6,0,0,0,1,44,25072,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1661,4,2.010000130048E12,2,6,20,2,44,6,11,2,473,473,2,64,25481,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1662,1,2.007000940544E12,1,1,35,2,31,0,5,2,43,24547,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-9-8-0-7-0]"
1662,2,2.007000940544E12,7,19,13,2,0,4,4,0,0,0,1,94,23540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-71-3-9-8-0]"
1662,3,2.007000940544E12,7,19,10,1,0,3,2,0,0,0,1,358,26241,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-9-0-7-0-9-0]"
1662,4,2.007000940544E12,8,21,4,2,0,0,1,0,0,0,1,49,25524,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1664,1,2.01000026112E12,5,15,69,1,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1664,2,2.01000026112E12,1,1,54,2,92,0,9,2,468,468,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1665,1,2.007000285184E12,1,1,65,1,56,0,10,2,186,23464,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-15-1-15-15-0]"
1665,2,2.007000285184E12,4,13,61,2,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
1666,1,2.009000706048E12,1,1,55,1,49,0,12,2,255,20489,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-1-72-1-0-42-9-0]"
1666,2,2.009000706048E12,4,13,52,2,0,0,14,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-9-0]"
1666,3,2.009000706048E12,7,19,14,1,0,4,4,0,0,0,1,44,25235,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1667,1,2.008000888832E12,4,13,47,2,0,0,9,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-411-5-9-0]"
1667,2,2.008000888832E12,1,1,43,1,23,0,9,2,378,25628,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1667,3,2.008000888832E12,7,19,15,2,0,4,4,0,0,0,1,336,26628,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"[0-3-8-0]"
1668,1,2.011001257984E12,1,1,53,1,31,0,9,2,473,473,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-61-0-5-6-0]"
1668,2,2.011001257984E12,1,1,51,2,62,0,9,2,41,22132,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0-5-6-0]"
1669,1,2.007000940544E12,5,15,74,1,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-0]"
1669,2,2.007000940544E12,4,13,63,2,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1670,1,2.009000574976E12,1,1,45,1,81,0,13,2,206,22363,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-15-15-73-9-0-7-0]"
1670,2,2.009000574976E12,1,1,39,2,61,0,14,2,195,22376,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"[0-412-1-412-0-7-0]"
1670,3,2.009000574976E12,1,3,19,2,52,6,10,2,468,468,2,330,26529,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-0-1-0-7-0]"
1670,4,2.009000574976E12,6,16,16,2,72,5,6,2,206,22363,1,44,25142,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-42-3-0-42-0]"
1670,5,2.009000574976E12,7,19,11,2,0,4,3,0,0,0,1,154,21811,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0-3-9-9-8-0-73-0-7-0]"
1670,6,2.009000574976E12,8,22,5,1,0,1,1,0,0,0,1,115,22551,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"[0-3-0]"
1671,1,2.009001099264E12,1,1,61,1,56,0,9,1,306,25011,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-1-0-9-5-6-0]"
1671,2,2.009001099264E12,2,4,51,2,62,0,9,2,59,24650,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-73-0-9-5-6-0]"
1673,1,2.007000154112E12,1,1,51,1,92,0,13,2,36,24436,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-72-1-9-73-0]"
1674,1,2.0080001024E12,4,13,29,1,0,0,9,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-62-0-411-73-9-0-5-0]"
1674,2,2.0080001024E12,1,1,39,2,62,0,13,2,338,26608,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"[0-1-15-1-15-412-0-9-0-5-0]"
1674,3,2.0080001024E12,8,21,3,2,0,0,1,0,0,0,1,87,25091,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1674,4,2.0080001024E12,7,19,13,1,0,4,4,0,0,0,1,336,26628,1,1,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"[0-3-0-9-0]"
1675,1,2.010000130048E12,1,1,23,2,62,0,9,2,59,24511,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-8-9-9-1-0]"
1675,2,2.010000130048E12,8,22,6,2,0,0,1,0,0,0,1,165,23026,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1675,3,2.010000130048E12,8,21,0,1,0,0,0,0,0,0,2,307,25285,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1675,4,2.010000130048E12,4,13,24,1,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-5-72-0]"
1676,1,2.010000130048E12,1,1,51,1,33,0,9,2,444,444,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0-62-0]"
1677,1,2.00900018176E12,5,15,84,2,0,0,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-61-72-73-8-0]"
1677,2,2.00900018176E12,2,4,44,1,56,0,9,2,468,468,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-0]"
1677,3,2.00900018176E12,4,13,22,1,0,0,9,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0]"
1677,4,2.00900018176E12,7,19,15,2,0,5,4,0,0,0,1,44,25235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-3-0]"
1677,5,2.00900018176E12,2,4,44,2,56,0,7,1,307,25406,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0-1-15-73-0]"
